"","DataZone","A Road","B Road","Local Access Road","Local Road","Minor Road","Motorway","Restricted Local Access Road","Secondary Access Road"
"3455","S01009960",0,111.81,0,2807.56,239.11,0,0,770.85
"3456","S01009961",0,444.31,0,1675.86,175.86,0,0,60.85
"3457","S01009962",0,676.17,0,1432.08,0,0,69.32,471.95
"3458","S01009963",0,0,0,2370.07,0,0,13.86,0
"3459","S01009964",0,394.76,0,2239.05,0,0,0,686.84
"3460","S01009965",0,0,0,3029.05,198.61,0,124.36,153.57
"3461","S01009966",0,0,0,1764.31,0,0,0,170.59
"3462","S01009967",0,0,0,2386.41,0,0,179.35,286.83
"3463","S01009968",0,0,0,1648.61,0,0,0,124.25
"3464","S01009969",0,1718.44,114.31,3781.28,624.53,0,766.4,8.29
"3465","S01009970",0,208.73,0,1396.55,173.89,0,84.99,0
"3466","S01009971",0,932.29,0,2871.08,114.32,0,72.47,47.86
"3467","S01009972",0,1697.27,33.18,2107.83,4358.03,0,9900.34,39.53
"3468","S01009973",0,0,0,1457.02,524.99,0,61.87,0
"3469","S01009974",0,0,0,656.36,0,0,0,39.09
"3470","S01009975",0,0,0,2159.16,302.63,0,248.6,0
"3471","S01009976",0,0,0,373.81,214.69,0,0,0
"3472","S01009977",0,0,0,1552.91,180.84,0,135.38,0
"3473","S01009978",0,0,0,1377.83,356.94,0,135.55,0
"3474","S01009979",0,0,0,590.21,951.17,0,553.33,0
"3475","S01009980",0,0,0,2524.75,645.83,0,261.21,0
"3476","S01009981",0,0,0,1659.1,821.76,0,322.96,0
"3477","S01009982",0,0,0,2796.09,406.55,0,56.91,0
"3478","S01009983",0,0,0,820.25,0,0,0,0
"3479","S01009984",0,0,0,1843.68,30.74,0,163.28,0
"3480","S01009985",0,0,0,1023.53,308.06,0,77.49,0
"3481","S01009986",0,0,0,756.17,12.38,0,0,0
"3482","S01009987",0,401.87,0,2435.47,603.4,0,0,56.39
"3483","S01009988",0,0,0,887.31,0,0,0,0
"3484","S01009989",0,258.32,0,1633.51,540.39,0,36.92,0
"3485","S01009990",0,0,0,969.85,218.05,0,41.69,0
"3486","S01009991",0,0,0,803.33,495.4,0,0,0
"3487","S01009992",0,0,0,1248.72,479.71,0,0,0
"3488","S01009993",0,536.02,0,1651.12,0,0,824.5,0
"3489","S01009994",0,0,0,1496.31,0,0,0,0
"3490","S01009995",0,0,0,1032.22,174.07,0,0,0
"3491","S01009996",0,0,0,882.48,353.82,0,40.91,0
"3492","S01009997",0,0,0,714.39,295.86,0,0,0
"3493","S01009998",0,754.59,0,1244.21,1390.74,0,0,40.36
"3494","S01009999",0,430.06,0,1389.57,67.73,0,0,336.77
"3495","S01010000",0,0,0,398.74,445.33,0,0,0
"3496","S01010001",0,244,0,984.76,204.3,0,61,55.66
"3497","S01010002",84.73,0,0,937.09,315.19,0,0,0
"3498","S01010003",0,0,0,1662.27,0,0,0,278.33
"3499","S01010004",3.93,673.99,0,928.05,0,0,0,862.25
"3500","S01010005",0,0,0,888.18,283.65,0,417.65,36.62
"3501","S01010006",0,36.4,0,860.86,664.16,0,0,43.49
"3502","S01010007",0,287.59,71.13,1373.14,494.37,0,134.79,482.55
"3503","S01010008",0,257.21,269.85,774.6,313.98,0,0,242.31
"3504","S01010009",0,109.21,0,1252.18,457.66,0,166.8,76.13
"3505","S01010010",0,564.7,136.47,2217.67,155.83,0,58.15,1013.81
"3506","S01010011",0,275.64,0,859.22,196.44,0,0,132.72
"3507","S01010012",649.38,139.28,0,1720.16,0,0,3.38,579.97
"3508","S01010013",16.96,0,0,1587.49,274.57,0,150.33,144.08
"3509","S01010014",0,448.86,0,1398.25,179.15,0,0,477.1
"3510","S01010015",0,124.26,0,711.87,94.12,0,424.52,111.68
"3511","S01010016",0,0,0,1569.9,193.73,0,293.13,0
"3512","S01010017",0,4.3,0,1092.71,0,0,0,0
"3513","S01010018",0,343.26,42.27,1621.48,0,0,110.37,0
"3514","S01010019",0,117.82,0,1558.98,0,0,0,45.02
"3515","S01010020",0,0,0,1422.75,0,0,0,0
"3516","S01010021",829.67,943.81,105.73,2232.53,155.64,0,1534.41,0
"3517","S01010022",1643.17,369.61,0,4406.15,0,2611.11,697.74,89.6
"3518","S01010023",181.04,0,0,881.42,0,0,0,0
"3519","S01010024",312.44,0,0,1323.58,0,0,65.6,47.98
"3520","S01010025",217.62,0,0,919.7,0,0,378.45,0
"3521","S01010026",143.78,0,0,1111.9,0,0,0,58.89
"3522","S01010027",0,0,0,1384.99,0,0,0,0
"3523","S01010028",12.54,0,0,1216.97,0,0,0,0
"3524","S01010029",290.69,0,0,1749.77,0,627.65,709,0
"3525","S01010030",319.74,0,0,1596.87,0,0,1.14,0
"3526","S01010031",703.37,0,50.46,2027.97,631.74,2563.38,566.18,0
"3527","S01010032",3718.93,0,0,3218.21,2555.18,3025.31,887.34,0
"3528","S01010033",1254.95,0,0,2076.33,1048.88,874.03,883.89,64.6
"3529","S01010034",1959.4,0,0,3925.69,450.65,145.3,247.43,0
"3530","S01010035",572.26,0,42.49,741.11,46.72,0,58.33,0
"3531","S01010036",568.44,0,0,163.27,0,0,85.25,0
"3532","S01010037",345.13,0,0,948.46,164.3,0,52.01,22.74
"3533","S01010038",323.54,0,0,2620.49,211.09,0,243.9,0
"3534","S01010039",692.9,0,0,1406.25,693.69,0,1503.44,0
"3535","S01010040",820.98,0,0,2323.05,207.81,0,2752.39,1.48
"3536","S01010041",322.44,0,0,453.03,35.21,0,0,0
"3537","S01010042",980.03,0,0,1815.02,29.2,0,30.44,0
"3538","S01010043",419.78,0,0,773.94,362.23,0,0,0
"3539","S01010044",0,0,0,1866.8,320.4,0,60.2,76.38
"3540","S01010045",102.71,0,0,1025.74,79.2,0,1.18,0
"3541","S01010046",1144.25,243.88,0,5571.61,626.24,0,1994.35,0
"3542","S01010047",541.74,34.31,0,639.36,0,0,1.95,0
"3543","S01010048",231.97,0,0,5437.6,495.95,0,4.07,0
"3544","S01010049",0,0,0,1214.15,439.21,0,0,0
"3545","S01010050",456,0,0,2789.29,954.37,0,336.57,0
"3546","S01010051",96.41,0,0,1447.61,478.38,0,0,0
"3547","S01010052",1338.13,0,183.12,1560.34,1436.22,0,3357.32,270.7
"3548","S01010053",1404.89,565.76,0,4261.09,0,0,286.18,0
"3549","S01010054",1283.09,511.35,0,3323.42,0,0,470.58,0
"3550","S01010055",773.32,190.4,0,4668.53,462.31,0,760.56,13.29
"3551","S01010056",388.27,0,0,948,567.45,0,267.15,0
"3552","S01010057",0,0,101.43,1024.4,114.17,0,94.2,0
"3553","S01010058",0,0,0,1285.98,234.45,0,0.22,37.04
"3554","S01010059",0,0,385.48,487.23,1081.15,0,4171.71,0.77
"3555","S01010060",0,0,0,1055.62,546.81,0,0,300.51
"3556","S01010061",0,0,0,1043.68,477.6,0,0,0
"3557","S01010062",0,0,0,1877.41,30.3,0,24.88,37.86
"3558","S01010063",0,0,0,1370.11,997.62,0,15.03,36.08
"3559","S01010064",0,0,41.5,1028.18,166.07,0,36.5,0
"3560","S01010065",532.78,0,5.11,2309.49,297.08,76.59,1124.39,100.44
"3561","S01010066",140.01,0,0,1603.02,215.71,0,0,0
"3562","S01010067",689.76,0,0,1086.56,0,0,5539.92,0
"3563","S01010068",196.25,0,56.45,3483.66,0,0,0,130.59
"3564","S01010069",0,318.73,0,1900.84,518.97,0,105.03,58.17
"3565","S01010070",261.11,0,0,1529.17,135.14,0,69.81,0
"3566","S01010071",2793.83,0,0,5414.72,2933.37,3191.68,2792.57,216.97
"3567","S01010072",0,356.29,0,1521.83,818.32,0,143.17,0
"3568","S01010073",0,145.79,0,1698.67,197.06,0,0,0
"3569","S01010074",1582.44,506.74,0,1780.17,1471.93,529.43,344.94,261.96
"3570","S01010075",0,0,0,1800.72,0,0,108.84,37.64
"3571","S01010076",0,0,0,1789.69,0,0,41.51,189.51
"3572","S01010077",0.76,0,0,1970.57,151.84,647.76,116.57,0
"3573","S01010078",0,22.6,0,2040.58,0,0,0,0
"3574","S01010079",0,730.66,0,2917.76,631.11,0,325.49,366.05
"3575","S01010080",0,0,0,1934.98,890.29,0,113.22,107.18
"3576","S01010081",86.86,0,0,2047.95,846.5,0,0,509.75
"3577","S01010082",367.77,138.03,0,1207.61,1394.54,0,0,35.76
"3578","S01010083",0,0,0,1505.76,0,0,18.09,0
"3579","S01010084",0,0,0,2484.21,0,0,93.22,0
"3580","S01010085",58.04,0,35.33,2169.97,0,0,0,0
"3581","S01010086",0,0,0,2739.23,71.24,0,0,55.37
"3582","S01010087",149.87,0,0,1794.64,0,0,0,0
"3583","S01010088",3460.57,0,50.32,9480.38,1992.6,9422.65,4006.42,0
"3584","S01010089",1010.48,0,0,1375.45,401.19,0,179.92,47.88
"3585","S01010090",0,0,0,2199.11,498.23,0,134.2,0
"3586","S01010091",1938.24,15.69,0,2749.6,633.57,4617.75,7301.25,74.57
"3587","S01010092",0,0,0,1814.63,814.72,0,97.73,46.75
"3588","S01010093",95.43,0,0,1872.92,419.55,0,0,0
"3589","S01010094",324.81,0,76.04,1810.5,27.77,0,0,0
"3590","S01010095",0,9.1,0,2094.61,0,0,0,0
"3591","S01010096",0,642.59,0,1338.4,0,0,398.13,0
"3592","S01010097",817.53,671.25,0,1728.23,341.4,0,0,110.33
"3593","S01010098",286.93,0.21,86.07,2027.79,0,0,0,150.92
"3594","S01010099",401.92,0,0,2757.96,0,0,0,0
"3595","S01010100",105.67,0,0,3286.71,0,111.91,143.69,0
"3596","S01010101",179.6,0,0,2342.84,333.7,0,46.61,0
"3597","S01010102",194.74,0,0,2299.06,318.57,0,0,0
"3598","S01010103",676.07,3.72,0,3295.73,2477.87,820.49,392.62,0
"3599","S01010104",0,0,150.36,1776.13,556.31,473.51,1.54,0
"3600","S01010105",0,0,0,916.78,296.64,0,2.2,47.81
"3601","S01010106",0,0,0,781.27,622.64,0,0,0
"3602","S01010107",0,0,0,1506.51,316.4,0,99.34,0
"3603","S01010108",0,0,0,1456.76,493.27,0,54.68,0
"3604","S01010109",959.93,0,0,3009.73,4595,2044.12,2089.3,0
"3605","S01010110",0,0,0,1085.6,1198.08,0,55.54,0
"3606","S01010111",0,0,0,3133.74,746.94,0,84.29,0
"3607","S01010112",0,0,0,2470.45,986.38,0,119.09,0
"3608","S01010113",0,0,0,1126.1,0,0,0,0
"3609","S01010114",0,0,207.5,1375.27,1743.22,758.15,246.5,0
"3610","S01010115",0,0,0,1476.28,0,0,0,0
"3611","S01010116",0,0,0,3058.51,0,0,107.44,0
"3612","S01010117",290.06,3421.19,117.13,5826.36,2249.67,131.78,1744.17,171.58
"3613","S01010118",0,0,0,3064.17,223.19,0,0,0
"3614","S01010119",0,0,0,1534.9,113.75,205.49,0,42.24
"3615","S01010120",0,0,0,1839.48,1029.88,462.27,156.05,0
"3616","S01010121",0,0,0,968.69,291.77,0,23.28,0
"3617","S01010122",0,0,0,3269.25,980.05,1237.48,257.56,0
"3618","S01010123",45.6,0,0,1428.42,388.81,0,0,183.45
"3619","S01010124",0,0,0,1617.21,215.07,0,0,0
"3620","S01010125",214.49,0,0,1214.09,110.93,0,89.13,0
"3621","S01010126",14.4,0,0,1878.35,311.5,0,62.81,0
"3622","S01010127",0,0,0,1905.1,274.95,0,0,0
"3623","S01010128",188.58,0,0,770.89,0,0,0,0
"3624","S01010129",903.1,596.96,84.12,9103.35,2666.58,1441.93,1270.28,0
"3625","S01010130",578.38,0,0,1947.28,955.13,0,131.62,36.92
"3626","S01010131",428.69,255.26,0,2750.01,2.05,0,123.25,0.92
"3627","S01010132",0,0,0,1154.83,628.8,0,488.11,37.08
"3628","S01010133",0,0,0,875.68,658.86,0,47.62,43.74
"3629","S01010134",0,0,0,1875.28,179.32,0,154.4,1.4
"3630","S01010135",0,0,0,1596.75,308.84,0,0,0
"3631","S01010136",0,296.54,0,2148.35,638.18,0,38.56,553.69
"3632","S01010137",242.31,0.62,0,2138.61,0,0,3.63,37.16
"3633","S01010138",0,0,0,1412.76,286.79,0,199.8,108.99
"3634","S01010139",645.84,456.51,0,1756.48,120.47,0,0,0
"3635","S01010140",12.62,53.1,57.16,2600.63,423.43,0,214.17,49.64
"3636","S01010141",284.48,0,0,1137.72,652.93,0,2.73,80.12
"3637","S01010142",116.91,0,0,1226.77,16.06,0,0,14.17
"3638","S01010143",0,0,0,1843.71,135.23,0,0,0
"3639","S01010144",0,0,0,1159.17,461.52,0,103.22,0
"3640","S01010145",249.6,0,0,1441.63,174.77,0,0,23.83
"3641","S01010146",279.74,0,0,556.13,39.13,0,0,0
"3642","S01010147",153.01,0,0,830.01,1155.41,0,151.17,0
"3643","S01010148",718.24,0,0,3661.21,1339.84,0,603.36,86.51
"3644","S01010149",0,0,0,2650.3,507.68,0,187.31,0
"3645","S01010150",0,0,0,2504.51,783.5,0,141.91,0
"3646","S01010151",0,0,0,2039.06,434.24,0,0,0
"3647","S01010152",699.53,0,0,2465.81,507.35,0,0,0
"3648","S01010153",0,0,0,1467.48,909.01,0,0,0
"3649","S01010154",593.93,0,0,2953.19,215.12,0,0,0
"3650","S01010155",316.87,0,0,1633.44,1147.95,0,51.06,0
"3651","S01010156",0,0,0,888.79,717.07,0,0,0
"3652","S01010157",209.13,0,0,1296.09,257.47,0,0,0
"3653","S01010158",102.16,0,0,1882.57,1329.73,0,0,0
"3654","S01010159",0,18.22,0,1645.31,883.84,0,0,0
"3655","S01010160",0,0,0,718.2,100.22,17.13,0,0
"3656","S01010161",480.63,0,0,2038.18,295.88,0,0,0
"3657","S01010162",594,35.76,0,1818.21,0.44,0,0,0
"3658","S01010163",0,0,0,1915.77,438.42,273.94,48.64,0
"3659","S01010164",0,667.89,0,2286.37,0,0,0,0
"3660","S01010165",0,197.15,0,1749.71,446.57,23.49,0,0
"3661","S01010166",0,263.22,0,3021.96,11.77,0,219.33,0
"3662","S01010167",0,0,0,1329.63,740.75,0,0,0
"3663","S01010168",0,0,0,1250.51,361.87,0,523.72,0
"3664","S01010169",0,552.66,0,2220.86,1150.15,1599.03,186.06,0
"3665","S01010170",0,0,0,1025.06,0,0,0,0
"3666","S01010171",0,1098.81,0,3159.22,0,550.1,96.15,0
"3667","S01010172",358.27,0,0,1474.61,1.12,0,0,132.83
"3668","S01010173",367.09,0,0,2449.14,310.32,1001.48,2.23,0
"3669","S01010174",176.28,0,0,1996.08,328.59,1029.13,635.76,0
"3670","S01010175",15.86,0,0,1335.29,107.14,0,248.92,0
"3671","S01010176",286.78,0,0,2365.53,185.18,0,39.47,0
"3672","S01010177",0,397.6,0,2106.42,0,0,128.29,0
"3673","S01010178",927.56,1092.75,0,2052.83,336.06,1235.63,403.98,0
"3674","S01010179",0,120.64,0,2727.19,0,527.8,0,0
"3675","S01010180",0,9.77,0,2177.15,684.63,1684.95,0,0
"3676","S01010181",0,621.02,0,1428.79,131.55,0,0,44.85
"3677","S01010182",456.17,241.52,0,1613.21,362.81,19.75,4035.86,0
"3678","S01010183",0,0,0,1413.49,0,163.35,0,0
"3679","S01010184",0,71.61,0,1958.55,300.56,522.15,0,0
"3680","S01010185",0,0,0,1245.84,198.23,0,0,0
"3681","S01010186",0,0,0,1576.1,455.05,0,0,0
"3682","S01010187",0,0,51.93,1423.66,0,0,0,73.57
"3683","S01010188",526.42,1154.54,176.67,4908.28,2524.01,3599.13,753.8,0
"3684","S01010189",0,264.21,0,2673.06,0,0,0,0
"3685","S01010190",0,0,0,2580.16,472.7,0,0,0
"3686","S01010191",0,297.87,0,1827.45,0,0,104.78,0
"3687","S01010192",0,519.79,0,2245.21,0,0,0,0
"3688","S01010193",0,441.85,0,3285.18,387.51,397.15,361.31,0
"3689","S01010194",0,0,0,1932.68,1008.14,0,71.38,0
"3690","S01010195",0,0,0,1396.01,39.26,0,0,0
"3691","S01010196",0,321.49,0,2950.8,716.9,0,299.09,0
"3692","S01010197",0,379.16,0,2229.71,144.64,0,0,0
"3693","S01010198",0,0,212.09,2147.72,1011.09,0,321.01,0
"3694","S01010199",0,0,0,1320.19,416.91,0,170.65,0
"3695","S01010200",0,0,0,2021.08,832.58,0,0,0
"3696","S01010201",0,0,0,1542.08,984.2,0,0,0
"3697","S01010202",0,0,0,1109.04,940.87,0,0,0
"3698","S01010203",0,0,0,1809.99,394.45,0,0,0
"3699","S01010204",0,0,0,1127.97,88.12,0,0,0
"3700","S01010205",0,0,0,1480.04,183.23,0,0,104.05
"3701","S01010206",0,0,0,182.97,0,0,0,0
"3702","S01010207",0,0,0,1435.12,629.77,0,141.79,0
"3703","S01010208",400.31,0,0,2617.65,612.97,0,166.37,0
"3704","S01010209",0,97.45,2058.97,2704.2,839.28,0,1828.99,3.91
"3705","S01010210",0,0,113.51,2521.73,1235.68,0,3004.22,257.04
"3706","S01010211",0,0,0,2138.77,865.67,0,0,0
"3707","S01010212",207.31,399.18,0,3054.79,959.24,0,163.59,0
"3708","S01010213",0,0,0,1787.83,1096.53,0,0,0
"3709","S01010214",214.93,115.58,0,2750.43,182.2,0,38.24,0.27
"3710","S01010215",767.2,374.92,0,1535.32,2.93,0,400.78,0
"3711","S01010216",35.19,0,0,893.03,65.6,0,0,0
"3712","S01010217",120.84,116.83,0,773.97,543.02,0,3.17,0
"3713","S01010218",266.52,483.25,0,1890.58,0.29,0,0,93.63
"3714","S01010219",0,0,0,350.06,493.84,0,0,0
"3715","S01010220",812.23,0,0,1951.43,943.78,0,1810.02,0
"3716","S01010221",130.35,0,0,2113.75,1649.95,152.51,656.22,0
"3717","S01010222",436.3,0,148.81,1916.55,863.43,0,138.2,244.76
"3718","S01010223",176.2,0,0,1488.77,174.78,0,88.35,0
"3719","S01010224",26.95,0,0,2935.79,664.4,0,470.88,0
"3720","S01010225",64.93,0,635.4,2902.19,1773.94,0,2444.27,0
"3721","S01010226",267.12,0,0,187.9,0,0,0,0
"3722","S01010227",0,0,6.53,300.69,110.85,0,109.24,0
"3723","S01010228",0,0,0,1945.45,1861.19,1134.34,1024.54,0
"3724","S01010229",0,0,0,2968.25,2198.74,1004.13,295.21,0
"3725","S01010230",0,0,0,138,388.53,0,213.82,0
"3726","S01010231",189.63,0,0,1700.4,166.38,687.72,0,0
"3727","S01010232",0,0,0,1494.47,69.29,193.63,0,0
"3728","S01010233",0,0,0,2179.34,120.06,21.94,0,0
"3729","S01010234",814.59,0,0,1603.99,142.93,970.74,120.14,0
"3730","S01010235",130.13,0,0,1113.95,0,0,158.54,0
"3731","S01010236",0,0,0,1992.71,0,0,0,384.92
"3732","S01010237",72.27,0,0,761.2,0,0,0,0
"3733","S01010238",94.05,152.35,0,1236.22,124.66,0,0,23.3
"3734","S01010239",0,0,0,903.97,277.89,166.88,0,118.11
"3735","S01010240",195.7,0,0,512.78,169.44,0,0,0
"3736","S01010241",849.84,58.56,0,1904.67,754,892.19,312.14,86.36
"3737","S01010242",15.94,187.8,0,1047.24,23.56,0,29.76,0
"3738","S01010243",0,0,0,661.98,0,0,0.09,0
"3739","S01010244",0,511.37,0,1441.69,591.88,0,164.25,0
"3740","S01010245",463.43,281.45,175.87,2799.03,733.68,0,786.34,0
"3741","S01010246",0,0,0,1324.49,448.74,0,155.82,0
"3742","S01010247",69.46,0,0,1961.62,636.27,0,44.41,43.79
"3743","S01010248",0,0,0,938.28,0,0,0,0
"3744","S01010249",0,53.94,0,604.16,39.39,0,0,0
"3745","S01010250",0,0,0,631.22,185.52,0,123.02,0
"3746","S01010251",0,0,0,681.99,0,0,0,0
"3747","S01010252",0,0,0,1470.01,134.71,0,0,384.81
"3748","S01010253",0,0,0,706.64,71.84,0,0,0
"3749","S01010254",101.2,0,0,1686.98,581.34,0,297.59,0
"3750","S01010255",78.01,0,0,1140.94,0,0,119.94,0
"3751","S01010256",0,0,0,739.58,64.48,0,0,0
"3752","S01010257",296.75,0,60.28,1633.85,787.91,0,190.59,0
"3753","S01010258",146.43,0,0,693.24,0.76,0,105.34,0
"3754","S01010259",0,0,0,1251.77,393.76,0,270.69,0
"3755","S01010260",222.14,0,183.29,2860.3,1658.83,0,569.17,1.13
"3756","S01010261",2049.6,0,102.5,2482.43,79.48,1597.25,658.6,0
"3757","S01010262",2115.74,0,537.35,1910.32,1299.9,2462.41,96.23,0
"3758","S01010263",150.75,0,107.26,736.25,133.55,0,279.14,0
"3759","S01010264",658.19,0,160.58,2387.94,583.33,0,140.35,0
"3760","S01010265",0,0,77.9,825.71,308.69,0,0.18,0
"3761","S01010266",395.58,0,0,874.06,33.76,1360.21,0,0
"3762","S01010267",269.03,0,0,1322.64,612.35,243.84,50.15,690.38
"3763","S01010268",0,0,0,948.84,0,0,0,350.75
"3764","S01010269",0,0,0,168.86,525.04,0,55.28,92.56
"3765","S01010270",380,0,155.74,2525.43,1791.66,172.73,289.15,0
"3766","S01010271",0,0,299.17,1503.69,1559.94,0,61.76,248.35
"3767","S01010272",1543.3,0,0,2703.04,595.65,2858.11,279.81,410.29
"3768","S01010273",929.95,0,0,1464.84,493.87,0,48.63,132.74
"3769","S01010274",623.54,0,531.37,2240.9,1565.34,0,1154.87,62.22
"3770","S01010275",0,0,1278.47,5371.84,4456.85,59.69,268.13,3650.57
"3771","S01010276",1855.36,0,0,2089.12,22.11,191.78,83.76,0
"3772","S01010277",345.03,0,0,1617.95,0,1217.09,101.68,0
"3773","S01010278",0,0,0,542.86,193.9,0,0,0
"3774","S01010279",0,0,0,453.08,402.3,0,239.33,0
"3775","S01010280",14.74,0,0,1147.2,856.94,12.68,628.5,0
"3776","S01010281",349.39,0,0,589.48,147.56,0,234.25,0
"3777","S01010282",0,0,0,1116.51,459.81,0,18.55,0
"3778","S01010283",3001.45,0,760.78,4817.16,538.16,0,1326.53,0
"3779","S01010284",69.26,0,0,1797.18,579.56,0,1003.38,0
"3780","S01010285",0,0,0,358.62,264.79,0,205.13,0
"3781","S01010286",0,0,0,1065.54,175.34,0,488.14,154.71
"3782","S01010287",0,0,0,596.87,970.18,0,79.26,264.01
"3783","S01010288",0,0,0,1278.3,346.66,0,2,543.06
"3784","S01010289",195.84,0,0,2725.03,216.34,196.85,258.07,1011.44
"3785","S01010290",0,0,0,1349.8,309.07,0,77.89,442.89
"3786","S01010291",23.08,0,0,957.1,580.16,0,0,178.7
"3787","S01010292",196.07,0,0,884.83,124.45,0,0,300.95
"3788","S01010293",0,0,0,514.4,47.82,0,43.96,27.63
"3789","S01010294",149.26,0,0,499.08,6.93,0,0,153.92
"3790","S01010295",762.46,0,0,970.58,52.63,67.72,0,153.74
"3791","S01010296",81.57,0,0,498.73,261.34,0,134.89,116.78
"3792","S01010297",2804.77,0,122.62,3591.8,737.84,1279.86,350.45,0
"3793","S01010298",84.01,0,0,592.39,283.7,0,188.48,0
"3794","S01010299",0,0,0,609.8,307.37,0,0,0
"3795","S01010300",116.89,0,0,902.52,340.74,0,114.95,37.55
"3796","S01010301",252.39,0,0,1713.43,166.08,0,2.31,0
"3797","S01010302",37.04,0,0,431.31,281.45,0,0,0
"3798","S01010303",111.31,0,0,388.89,23.31,0,0,0
"3799","S01010304",122.56,0,0,735.08,304.83,0,68.22,2.29
"3800","S01010305",237.77,0,0,1112.35,188.02,0,0,145.26
"3801","S01010306",0,0,0,1672.99,113.57,0,0,0
"3802","S01010307",0,0,0,927.49,0,0,362.96,0
"3803","S01010308",324.17,0,0,1795.31,64.16,0,240.33,603.75
"3804","S01010309",0,0,0,2039.52,0,0,94.73,0
"3805","S01010310",176.06,0,0,1051.09,3.64,0,1.97,0
"3806","S01010311",308.11,0,0,3129.57,0,0,7.65,0
"3807","S01010312",66.43,0,0,1670.16,444.01,0,94.55,0
"3808","S01010313",0,0,0,875.11,0,0,100.74,88.11
"3809","S01010314",706.84,0,0,1342.92,1082.85,0,236.94,189.25
"3810","S01010315",0,0,0,2043.42,275.37,0,0,75.97
"3811","S01010316",0,301.32,0,1200.57,192.87,0,0,0
"3812","S01010317",297.02,500.4,0,1260.01,4.58,0,0,177.92
"3813","S01010318",91.95,398.47,0,1933.46,13.07,0,88.88,0
"3814","S01010319",302.2,207.03,0,701.49,110.18,0,46.75,0
"3815","S01010320",11.09,0,0,1145.11,191.6,0,53.27,0.18
"3816","S01010321",166.9,0,0,981.16,570.58,0,241.57,142.16
"3817","S01010322",0,0,0,2028.21,825.44,0,0,376.07
"3818","S01010323",0,0,0,1996.07,100.3,0,247.08,0
"3819","S01010324",0,0,0,1902.93,1149.4,0,318.1,0
"3820","S01010325",47.17,0,0,2740.58,117.75,0,3.26,0
"3821","S01010326",326.83,942.54,0,2049.24,0.57,0,662.63,0
"3822","S01010327",0,76.42,43.22,1792.21,0,0,193.17,0.53
"3823","S01010328",394.58,1013.89,0,2766.06,348.44,0,0,0
"3824","S01010329",0,0,0,1557.68,0,0,0,0
"3825","S01010330",0,0,0,732.48,589.02,0,0,233.35
"3826","S01010331",486.03,0,0,1674.12,527.01,0,19.76,0
"3827","S01010332",0,0,0,2338.31,743.96,0,73.02,65.92
"3828","S01010333",78.83,0,0,2454.62,0,0,916.46,234.98
"3829","S01010334",365.86,0,0,4585.2,357.6,0,301.57,38.66
"3830","S01010335",0,0,0,1169.54,1428.53,0,0,31.8
"3831","S01010336",0,0,0,818.4,144.3,0,0,0
"3832","S01010337",0,0,0,1744.09,423.61,0,0,0
"3833","S01010338",0,0,0,1439.83,92.34,0,0,0
"3834","S01010339",0,0,0,1103.44,628.37,0,0,38.26
"3835","S01010340",0,0,233.5,1115.36,506.12,0,0,41.12
"3836","S01010341",0,0,0,1041.23,593.84,0,0,0
"3837","S01010342",0,0,0,1580.87,253.7,0,0,0
"3838","S01010343",0,0,0,1975.02,41.26,0,0,0
"3839","S01010344",0,0,0,1427.25,102.64,0,0,0
"3840","S01010345",3598.18,1026.71,37.13,4023.32,2391.22,0,1733.44,0
"3841","S01010346",136.61,0,0,2220.37,736.08,0,69.72,125.58
"3842","S01010347",1345.57,0,0,1438.29,690.13,0,4552.95,0
"3843","S01010348",0,0,0,1426.19,809.32,0,0,0
"3844","S01010349",0,0,0,1510.36,607.57,0,252.54,0
"3845","S01010350",84.34,0,0,901.25,561,0,0,0
"3846","S01010351",0,0,0,1868.17,149.1,0,64.83,2.88
"3847","S01010352",0,0,0,1705.39,456.57,0,0,166.7
"3848","S01010353",0,0,0,1570.86,774.67,0,0,0
"3849","S01010354",0,0,0,1189.37,259.89,0,0,37.41
"3850","S01010355",2.95,0,0,1183.9,244.41,0,38.32,53.35
"3851","S01010356",727.91,0,0,2098.79,867.13,0,96.9,75.6
"3852","S01010357",226.43,0,0,1348.85,92.88,0,0,112.31
"3853","S01010358",0,0,0,985.81,60.63,0,0,0
"3854","S01010359",377.86,0,46.89,866.89,233.81,0,0,0
"3855","S01010360",12.5,0,0,2246.48,177.86,0,0,0
"3856","S01010361",0,0,0,649.43,342.24,0,0,0
"3857","S01010362",0,0,0,673.87,0,0,50.92,0
"3858","S01010363",0,0,0,904.47,514.45,0,228.54,296.04
"3859","S01010364",0,0,0,2379.09,213.09,0,0,770.17
"3860","S01010365",23.92,0,0,3740.97,320.02,0,41.12,387.08
"3861","S01010366",0,0,0,1931.7,498.68,0,653.74,3.16
"3862","S01010367",0,0,0,3406.52,479.29,0,127.57,572.88
"3863","S01010368",233.24,0,0,2412.33,403.37,0,228.14,276.92
"3864","S01010369",0,0,0,1168.21,0,0,0,0
"3865","S01010370",281.41,112.73,0,1714.96,264.14,0,439.25,280.89
"3866","S01010371",156.74,237.11,0,2449.13,0,0,382.05,360.74
"3867","S01010372",0,119.12,0,933.94,0,0,96.62,182.52
"3868","S01010373",0,10.39,0,1281.43,0,0,130.68,198.12
"3869","S01010374",0,6.78,0,1505.85,275.17,0,134.98,612.51
"3870","S01010375",133.65,115.43,0,683.61,0,0,0.43,204.66
"3871","S01010376",0,0,0,604.66,224.18,0,0,364.6
