"","DataZone","A Road","B Road","Local Access Road","Local Road","Minor Road","Motorway","Restricted Local Access Road","Secondary Access Road"
"3872","S01010377",253.04,0,0,1340.68,27.11,0,42.46,301.93
"3873","S01010378",0,0,0,488.56,0,0,0,427.25
"3874","S01010379",0,163.91,6,2828.94,1053.54,0,1629.12,867.84
"3875","S01010380",0,0,0,1311.13,377.53,0,81.43,57.3
"3876","S01010381",0,193.9,0,429.62,263.69,0,38.57,0
"3877","S01010382",0,0,0,721.33,250.17,0,0,0
"3878","S01010383",0,89.84,0,448.56,87.78,0,0,0
"3879","S01010384",0,150.37,560.87,1137.3,1095.63,0,3403.4,45.47
"3880","S01010385",0,0,0,648.12,0,0,6.66,0
"3881","S01010386",0,305.25,0,699.75,337.16,0,137.58,0
"3882","S01010387",644.09,539.58,40.21,1147.07,730.23,0,49.92,40.01
"3883","S01010388",100.93,0,0,798.48,483.65,0,45.8,0
"3884","S01010389",223.49,0,0,588.51,474.01,0,0,0
"3885","S01010390",0,0,0,1043.92,67.76,0,0,311.45
"3886","S01010391",748.31,0,0,915.37,2078.44,0,58.57,85.44
"3887","S01010392",211.29,529.8,0,691.2,381.5,0,0,0
"3888","S01010393",0,0,0,874.54,478.08,0,119.39,80.32
"3889","S01010394",0,0,0,959.25,122.29,0,0,97.26
"3890","S01010395",0,0,0,1527.85,0,0,0,178.06
"3891","S01010396",0,0,0,1507.85,198.99,0,82.79,166.04
"3892","S01010397",0,0,0,618.27,339.26,0,0,246.73
"3893","S01010398",0,0,0,1532.08,792.81,0,33.04,451.4
"3894","S01010399",0,0,0,1172.07,80.63,0,145.97,428.75
"3895","S01010400",0,0,0,2287.87,170.3,0,659.27,250.64
"3896","S01010401",0,0,0,1365.01,151.14,0,36.95,554.26
"3897","S01010402",0,0,0,1263.41,326.73,0,0,668.83
"3898","S01010403",74.79,0,0,1327.53,423.73,0,406.51,428.36
"3899","S01010404",0,0,0,2636.63,0,0,273.49,151.32
"3900","S01010405",400.17,0,54.01,1755.25,0,0,672.07,0
"3901","S01010406",0,0,0,1215.54,0,0,31.3,589.95
"3902","S01010407",0,459.78,31.71,751.07,6.67,0,294.49,6.95
"3903","S01010408",0,0,0,1417.03,383.18,0,1.8,370.1
"3904","S01010409",0,0,0,1769.09,481.3,0,87.01,0
"3905","S01010410",0,0,565.12,409.41,668.15,0,2033.65,0
"3906","S01010411",214.2,0,0,3365.19,575.05,0,107.96,691.29
"3907","S01010412",613.62,0,4303.97,2918.01,67.72,0,730.26,4.17
"3908","S01010413",595.28,0,0,2380.58,10.01,0,640.73,36.07
"3909","S01010414",864.23,0,0,2149.75,277.98,0,608.74,905.38
"3910","S01010415",698.62,0,0,867.16,538.56,0,135.96,283.66
"3911","S01010416",93.07,0,0,1483.16,0,0,163.69,336.97
"3912","S01010417",447.19,0,0,2138.45,279.31,0,1.09,647.06
"3913","S01010418",138.47,0,0,1403.73,662.42,0,31.23,1320.55
"3914","S01010419",0,0,0,1745.3,0,0,0,810.25
"3915","S01010420",17.7,0,0,2145.7,0,0,94.72,354.33
"3916","S01010421",1601.73,0,0,2845.22,406.92,0,0,669.77
"3917","S01010422",556.83,0,0,2003.94,845.67,0,876.12,705.56
"3918","S01010423",357.98,0,0,1077.01,497.8,0,104.54,0
"3919","S01010424",51.58,0,0,2912.64,930.79,0,622.62,143.85
"3920","S01010425",36.61,0,0,918.69,445.71,0,1.79,110
"3921","S01010426",223.64,0,0,542.83,0,0,0,940.79
"3922","S01010427",0,0,0,1147.82,1013.59,0,187.49,0
"3923","S01010428",0,0,0,1321.77,630.3,0,1184.53,312.51
"3924","S01010429",0,0,0,1929.66,160.35,0,1034.92,570.83
"3925","S01010430",0,0,0,989.75,0,0,0,0
"3926","S01010431",0,0,0,1641.02,316.78,0,986.39,85.35
"3927","S01010432",673.64,0,0,684.71,244.74,0,260.9,0
"3928","S01010433",0,0,0,677.9,379.83,0,0,70.41
"3929","S01010434",149.74,0,0,605.05,69.39,0,0,0
"3930","S01010435",75.96,0,0,2471.11,1070.05,0,43.22,48.5
"3931","S01010436",442.03,0,0,1331.66,1884.97,0,327.99,234.6
"3932","S01010437",0,0,0,1227.06,0,0,0,0
"3933","S01010438",13.45,0,0,1275.22,402.77,0,40.12,0
"3934","S01010439",409.57,0,0,917.23,0,0,105.18,0
"3935","S01010440",178.13,0,0,1743.38,260.58,0,508.26,55.73
"3936","S01010441",551.85,0,0,1398.05,162.37,0,270.27,73.84
"3937","S01010442",537.83,0,0,506.56,17.08,0,0,0
"3938","S01010443",0,0,0,1502.91,232.83,0,0,0
"3939","S01010444",0,0,0,1641.06,1338.87,0,0,0
"3940","S01010445",0,0,0,1977.58,382.65,0,129.52,0
"3941","S01010446",0,0,0,1664.44,501.12,0,0,36.42
"3942","S01010447",0,0,0,1491.43,518.15,0,166.54,0
"3943","S01010448",0,0,0,1876.02,596.59,0,0,0
"3944","S01010449",0,0,0,2611.63,678.61,0,0,0
"3945","S01010450",0,0,0,1745.77,662.93,0,0,127.41
"3946","S01010451",0,0,40.72,1266.97,604.77,0,0,0.4
"3947","S01010452",0,0,0,2301.45,115.22,0,0,0
"3948","S01010453",0,0,0,943.12,129.32,0,69.23,74.51
"3949","S01010454",0,0,0,2027.01,381.98,0,335.86,0
"3950","S01010455",263.87,0,0,1244.57,0,0,0,0
"3951","S01010456",0,0,0,1762.74,0.56,0,0,0
"3952","S01010457",0,0,0,1734.28,936.5,0,0,0
"3953","S01010458",0,0,0,1379.87,581.44,0,0,0
"3954","S01010459",0,0,0,1623.1,238.44,0,0,140.77
"3955","S01010460",0,0,0,1763.66,207.16,0,90.13,0
"3956","S01010461",0,0,0,1620.16,566.26,0,55.87,0
"3957","S01010462",0,0,0,81.7,235.57,0,0,0
"3958","S01010463",0,0,0,1561.67,1263.72,0,0,0
"3959","S01010464",0,0,0,1034.62,366.99,0,3.31,0
"3960","S01010465",2.91,0,0,3162.66,985.57,0,1141.7,117.93
"3961","S01010466",633.19,0,0,1734.87,777.21,0,1081.99,69.79
"3962","S01010467",65.59,0,0,2076.89,445.15,0,115.23,142.64
"3963","S01010468",54.04,0,0,1715.38,52.52,0,36.08,0
"3964","S01010469",543.97,0,0,1386.09,0,0,443.52,132.45
"3965","S01010470",510.49,0,0,2015.93,477.75,0,0,84.89
"3966","S01010471",289.69,0,0,1266.13,1072.37,0,0,0
"3967","S01010472",0,0,334,1549.25,327.7,0,0,0
"3968","S01010473",319.65,0,0,2054.32,250.17,0,52.46,124.07
"3969","S01010474",152.55,0,0,1038.17,0,0,0,0
"3970","S01010475",81.96,0,0,1600.15,129.93,0,341.08,118.98
"3971","S01010476",483.26,0,0,1649.15,499.09,0,165.82,111.06
"3972","S01010477",216.39,0,0,1768.35,619.25,0,1.91,0
"3973","S01010478",0,0,0,1932.78,0,0,0,0
"3974","S01010479",0,0,0,2951.98,0,0,44.47,0
"3975","S01010480",762.77,0,0,2304.89,195.46,0,0,0
"3976","S01010481",0,0,0,1361.57,0,0,0,0
"3977","S01010482",0,0,0,2323.9,256.22,0,0,0
"3978","S01010483",0,0,0,2938.76,0,0,0,0
"3979","S01010484",0,0,0,1342.81,0,0,0,0
"3980","S01010485",336.82,0,0,2504.38,332.86,0,0,83.8
"3981","S01010486",975.5,0,421.95,3755.67,1722.45,0,103.53,0
"3982","S01010487",113.78,0,0,2222.24,874.46,0,0,0
"3983","S01010488",0,0,0,882.93,392.86,0,0,0
"3984","S01010489",0,0,378.15,2294.68,2153.67,0,1456.57,200.75
"3985","S01010490",0,0,0,1035.47,566.87,0,0,0
"3986","S01010491",0,0,0,2254.12,57.29,0,35.41,0
"3987","S01010492",0,0,0,2409.01,666.85,0,80.11,0
"3988","S01010493",0,0,0,947.31,35.01,0,0.13,0
"3989","S01010494",0,0,0,2178.89,372.6,0,171.55,0
"3990","S01010495",0,0,0,1370.63,311.11,0,0.34,0
"3991","S01010496",0,0,0,2840.65,1228.6,0,41.73,0
"3992","S01010497",0,0,0,1546.36,1180.58,0,308.64,0
"3993","S01010498",0,0,0,1180.72,676.05,0,42.89,0
"3994","S01010499",0,0,0,2513.73,509.42,0,125.9,0
"3995","S01010500",237.4,0,0,2053.74,898.42,0,133.85,0
"3996","S01010501",0,0,0,3169.96,383.65,0,46.32,0
"3997","S01010502",0,0,0,2003.27,458.29,0,0.61,0
"3998","S01010503",197.25,0,0,704.57,456.28,0,1226.1,0
"3999","S01010504",3101.65,38386.96,128.89,8850.02,33542.7,0,68522.63,0
"4000","S01010505",25835.28,5173.14,2686.74,12276.04,12262.57,0,29048.55,0
"4001","S01010506",17730.08,12506.16,6471.38,20046.09,14187.34,0,53662.01,0
"4002","S01010507",1103.42,1170.31,0,2702.69,1416.17,0,1332.64,0
"4003","S01010508",81381.75,39985.62,4388.69,12685.32,21369.53,0,252258.07,0
"4004","S01010509",75810.23,7985.07,1982.81,7498.83,22510.03,0,238500.76,0
"4005","S01010510",1877.56,1762.37,41.54,4614.6,2396.77,0,4791.3,0
"4006","S01010511",0,311.58,0,2571.72,0,0,258.05,321.02
"4007","S01010512",1917.7,0,0,2111.15,0,0,3520.97,0
"4008","S01010513",1555.29,761.22,108.17,3460.99,0,0,2298.86,0
"4009","S01010514",0,294.05,0,2489.95,0,0,951.71,127.27
"4010","S01010515",0,659.27,0,1770.88,0,0,2.56,91.85
"4011","S01010516",3941.73,0,43.83,1893.6,191.45,0,487.25,151.31
"4012","S01010517",0,0,0,3589.56,242.16,0,416.9,242.62
"4013","S01010518",0,0,0,2120.06,561.89,0,12.17,49.52
"4014","S01010519",0,0,0,2859.27,0,0,58.8,0
"4015","S01010520",0,0,69.55,3286.08,0,0,317.24,855.45
"4016","S01010521",1647.02,0,132.03,4017.95,18135.63,0,39236.03,0
"4017","S01010522",1499.12,0,629.55,4886.34,0,0,666.42,2.8
"4018","S01010523",0,0,0,1104.74,0,0,142.21,0
"4019","S01010524",14699.37,14344.72,328.52,3969.71,0,0,67997.65,0
"4020","S01010525",45158.47,7879.71,690.67,9303.98,26338.88,0,127007.29,0
"4021","S01010526",3278.57,1511.22,0,4511.66,2334.9,0,4682.56,0
"4022","S01010527",0,1880.92,0,6009.41,0,0,1742.92,328.5
"4023","S01010528",47137.53,0,56.34,14251.53,27782.4,0,221148.47,0
"4024","S01010529",5368.86,0,0,4988.4,0,0,4063.43,55.01
"4025","S01010530",46799.2,15140.64,10511.29,8100.39,86899.66,0,224654.03,126.1
"4026","S01010531",2862.29,218.78,216.18,6059.58,1130.79,0,2649.41,53.26
"4027","S01010532",61617.78,9164.98,352.39,21559.62,36608.98,0,200880.97,0
"4028","S01010533",1603.63,582.32,0,3555.92,0,0,2253.34,0
"4029","S01010534",484.88,87.76,0,4926.5,0,0,584.57,0
"4030","S01010535",17238.54,27366.1,1739.74,4294.38,21569.83,0,124167.39,0
"4031","S01010536",0,617.23,0,2951.7,326.6,0,93.8,0
"4032","S01010537",1312.26,2247.28,114.31,3303.44,0,0,5265.85,0
"4033","S01010538",6209.48,1483.1,0,5465.38,64.2,0,4041.18,0
"4034","S01010539",0,14792.14,112.56,9628.49,17765.69,0,64358.64,0
"4035","S01010540",4432.99,6768.37,1955.56,4055.44,5487.7,0,15350.56,100.36
"4036","S01010541",28072.96,10821.14,164.74,8907.46,14787.03,0,66672.36,88.69
"4037","S01010542",720.01,3840.9,775.31,10187.25,33724.07,0,40822.39,0
"4038","S01010543",25803.98,5465.78,0,9312.37,29447.59,0,65486.11,0
"4039","S01010544",0,322.39,0,3432.13,0,0,44.85,157.72
"4040","S01010545",128.86,419.01,0,2666.95,200.77,0,1327.2,0
"4041","S01010546",1109.32,457.73,0,3770.23,676.73,0,3064.69,120.38
"4042","S01010547",32249.01,21620.58,0,4281.88,25231.88,0,66205.54,0
"4043","S01010548",4875,19527.19,3954.06,5339.31,14629.69,0,14770.1,56.14
"4044","S01010549",0,0,0,5712.41,3632.3,0,4535.69,0
"4045","S01010550",132.91,763.74,0,1786.6,399.42,0,203.21,0
"4046","S01010551",9430.54,6400.42,922.88,821.16,36325.37,0,41402.63,0
"4047","S01010552",862.88,5710.62,2587.43,3181.88,39692.28,0,71227.46,0
"4048","S01010553",20655.5,14451.5,0,13230.77,87071.41,0,143521.41,0
"4049","S01010554",0,0,151.75,3512.56,526.81,0,102.01,2.22
"4050","S01010555",405.58,901.58,59.3,2509.8,552.75,0,587.39,67.97
"4051","S01010556",0,1004.74,275.67,2054.39,825.86,0,546.2,67.38
"4052","S01010557",789.81,0,0,2603.07,304.39,0,64.63,0
"4053","S01010558",881.08,0,0,4724.16,1159.55,0,85.52,0
"4054","S01010559",358.05,185.31,0,3092.84,2006.53,0,324.22,43.02
"4055","S01010560",553.2,0,0,3077.13,320.47,0,78.67,73.89
"4056","S01010561",186.76,0,233.37,2915.79,3185.86,0,1037.78,0
"4057","S01010562",691.49,0,0,2039.41,6.95,0,157.72,0
"4058","S01010563",0,0,0,1243.25,41.41,0,190.12,0
"4059","S01010564",0,0,0,2016.26,537.1,0,0,0
"4060","S01010565",0,0,0,1838.88,1266.37,0,256.21,0
"4061","S01010566",20073.03,28972.23,694.3,4932.35,63101.14,0,343870.25,0
"4062","S01010567",3731.36,13135.6,322.66,2817.93,18385.89,0,22050.92,0
"4063","S01010568",2561.25,9791.54,2189.93,3360.08,15280.85,0,21300.68,131.13
"4064","S01010569",12326.31,17211.61,4881.12,10289.65,31443.08,0,31779.89,5.22
"4065","S01010570",0,2751.71,141.71,3182.93,118.11,0,213.34,165.34
"4066","S01010571",0,0,0,2273.68,377.77,0,543.19,65.82
"4067","S01010572",0,0,0,2158.32,1132.34,0,9.42,0
"4068","S01010573",0,0,0,930.2,173.9,0,166.51,117.92
"4069","S01010574",0,0,0,1940.22,854.27,0,38.75,0
"4070","S01010575",0,0,168.94,2787.14,1020.83,0,1328.99,0
"4071","S01010576",0,0,65.36,3716.16,1258.57,0,1476.23,55
"4072","S01010577",0,0,0,1972.43,857.03,0,125.17,0
"4073","S01010578",0,0,0,1442.91,444.17,0,194.05,0
"4074","S01010579",0,0,0,2284.77,740.43,0,0,0
"4075","S01010580",0,0,111.23,1783.27,671.44,0,264.51,0
"4076","S01010581",0,0,0,1702.03,1675.73,0,544.22,0
"4077","S01010582",876.21,535.62,0,5828.13,1668.18,0,3767.93,0
"4078","S01010583",0,98.26,0,3572.35,1027.73,0,1.3,0
"4079","S01010584",0,2112.71,0,3309.23,1426.95,0,1709.74,0
"4080","S01010585",0,0,0,2649.98,259.75,0,0,0
"4081","S01010586",0,46.61,0,4118.93,305.69,0,109.03,0
"4082","S01010587",0,1020.01,0,3414.24,563.95,0,970.04,0
"4083","S01010588",340.83,1110.21,0,3228.53,791.12,0,341.46,0
"4084","S01010589",0,235.83,0,2055.14,0,0,0,0
"4085","S01010590",0,0,0,5296.12,0,0,0.42,0
"4086","S01010591",0,0,0,6188.96,225.61,0,41.18,0
"4087","S01010592",0,638.1,0,2310.61,39.68,0,0,0
"4088","S01010593",2855.35,2943.1,124.8,8306.96,256.59,0,3446.45,0
"4089","S01010594",0,0,0,3097.38,0,0,59.8,0
"4090","S01010595",0,1263.69,284.49,4225.1,0,0,766.27,0
"4091","S01010596",476.64,15112.4,1492.89,9414.58,27223.37,0,29787.14,42.07
"4092","S01010597",0,146.34,0,2940.3,571.07,0,39.49,0
"4093","S01010598",0,544.79,0,3612.77,0,0,66.46,0
"4094","S01010599",0,2023.01,166.64,5040.11,2179.15,0,3941.02,0
"4095","S01010600",0,3442.77,0,3476.42,1399.07,0,951.02,334.21
"4096","S01010601",0,80.75,0,2397.57,581.86,0,337.33,31.63
"4097","S01010602",0,405.55,0,1760.14,354.48,0,0,67.55
"4098","S01010603",0,205.03,0,3131.38,538.51,0,0,0
"4099","S01010604",0,0,0,1604.89,217.36,0,541.92,0
"4100","S01010605",0,1174.72,0,3800.99,0,0,445.83,0
"4101","S01010606",0,255.11,0,2455.52,0,0,69.68,0
"4102","S01010607",0,642.57,0,2799.27,605.82,0,589.37,0
"4103","S01010608",0,0,0,1037.32,0,0,66.3,0
"4104","S01010609",0,0,0,755.49,375.48,0,0,0
"4105","S01010610",0,1140.58,0,2647.91,1531.25,0,820.96,0
"4106","S01010611",0,0,0,1616.66,275.72,0,0,0
"4107","S01010612",0,0,0,1992.21,395.29,0,0,0
"4108","S01010613",0,0,0,3429.06,435.19,0,212.61,0
"4109","S01010614",0,0,0,1063.73,121.33,0,145.76,0
"4110","S01010615",0,34.33,0,2498.85,240.17,0,118.09,0
"4111","S01010616",0,311.38,0,2866.6,0,0,457.99,0
"4112","S01010617",0,0,0,2206.62,0,0,127.68,0
"4113","S01010618",0,0,0,1927.13,264.12,0,0,0
"4114","S01010619",7163.6,1488.04,540.8,12812.8,3766.44,0,4906.03,0
"4115","S01010620",296.22,1924.29,1055.88,2137.89,976.03,0,655.15,142.06
"4116","S01010621",0,303.42,0,3681.57,138.49,0,790.25,125.98
"4117","S01010622",1377.71,141.36,0,1520.39,0,0,40.49,0
"4118","S01010623",0,280.68,0,2144.05,0,0,222.37,0
"4119","S01010624",179.6,1379.53,1062.13,3436.7,0,0,1066.3,0
"4120","S01010625",0,465.8,0,2738.09,1124.83,0,221.96,0
"4121","S01010626",0,1204.36,0,2408.3,1745.27,0,785.48,0
"4122","S01010627",0,1953.82,0,2950.22,0,0,307.84,0
"4123","S01010628",0,338.42,0,2446.35,332.33,0,0,329.1
"4124","S01010629",0,302.82,0,3142.15,1123.8,0,94.26,4.05
"4125","S01010630",58.98,0,0,1221.61,0,0,140.61,0
"4126","S01010631",506.97,0,279.41,2478.22,1961.02,0,871.24,0
"4127","S01010632",731.01,0,0,2485.34,1.44,0,162.6,57.84
"4128","S01010633",0,0,0,2523.88,0,0,400.17,0
"4129","S01010634",0,0,0,2058.2,0,0,0,0
"4130","S01010635",0,0,0,2442.63,0,0,185.92,0
"4131","S01010636",141.13,0,0,2460.94,0,0,61.43,0
"4132","S01010637",318.5,0,0,1699.06,0,0,0,0
"4133","S01010638",536.1,0,0,2629.24,0,0,6.99,78.6
"4134","S01010639",352.42,0,0,3262.85,994.94,0,54.68,56.5
"4135","S01010640",727.89,177.48,0,2291.64,921.9,0,545.34,0
"4136","S01010641",0,0,0,2117.45,481.7,0,0,0
"4137","S01010642",0,0,0,3390.09,9.01,0,0,0
"4138","S01010643",0,0,0,1218.66,523.05,0,38.11,0
"4139","S01010644",0,0,60.79,2010.4,741.92,0,46.47,0
"4140","S01010645",0,0,0,2200.41,22.22,0,190.63,0
"4141","S01010646",0,0,0,2442.41,965.35,0,76.77,0
"4142","S01010647",0,0,0,2309.9,470.25,0,444.08,0
"4143","S01010648",0,0,0,2621.68,81.6,0,751.96,0
"4144","S01010649",1193.95,0,0,1817.47,624,0,661.36,258.4
"4145","S01010650",6681.28,0,2651.94,9891.03,6186.32,0,21991.91,0
"4146","S01010651",0,0,0,1909.23,397.33,0,73.57,68.89
"4147","S01010652",0,0,3.29,2435.38,698.31,0,111.68,0
"4148","S01010653",0,0,0,1962.54,734.42,0,0,0
"4149","S01010654",0,0,0,2296.85,577.72,0,0,0
"4150","S01010655",27566.12,0,12885.5,2089.11,71749.18,0,211695.45,0
"4151","S01010656",0,0,0,1539,7840.27,0,4521.93,0
"4152","S01010657",8302.63,0,384.25,2073.22,23715.21,0,42229.63,0
"4153","S01010658",7971.09,0,1879.51,5708.96,15568.86,0,25501.62,0
"4154","S01010659",9749.5,3470.8,563.78,2642.91,22681.62,0,25976.89,0
"4155","S01010660",647.48,0,0,3091.14,0,0,0,69.16
"4156","S01010661",773.29,0,534.71,2460.24,684.63,0,621.88,243.58
"4157","S01010662",0,1570.09,184.79,3848.49,1378.6,0,2470.27,36.16
"4158","S01010663",5360.96,0,307.47,2999.5,20029.43,0,19383.1,0
"4159","S01010664",19395.76,0,866.74,2557.65,10770.38,0,54690.92,0
"4160","S01010665",0,56227.74,1717.77,11429.74,61692.31,0,147481.05,71.48
"4161","S01010666",849.59,0,290.89,1898.8,4024.26,0,1761.63,48.57
"4162","S01010667",25673.05,0,784.28,4230.52,21264.14,0,55122.6,0
"4163","S01010668",63376.98,6428.5,969.6,9096.03,12527.4,0,348823.33,0
"4164","S01010669",38687.53,0,1157.94,7067.81,58110.92,0,96931.7,0
"4165","S01010670",20545.34,0,283.29,29726.41,23646.49,0,24883.86,0
"4166","S01010671",9096.59,0,0,8944.36,34777.28,0,22865.82,0
"4167","S01010672",2168.87,0,559.12,3561.78,1815.79,0,747.26,0
"4168","S01010673",6035.4,382.86,0,3300.76,7896.4,0,9950.31,0
"4169","S01010674",27983.62,22812.83,2156.76,7463.35,27018.99,0,41109.09,93.39
"4170","S01010675",24250.5,19121.62,0,6466.25,36562.63,0,71566.13,145.87
"4171","S01010676",19072.59,0,495.7,3842.77,41396.75,0,41959.8,0
"4172","S01010677",21663.91,10470.28,2152.02,5177.56,43331.95,0,19259.7,0
"4173","S01010678",33421.75,0,4045.69,12568.03,16541.32,0,18971.95,0
"4174","S01010679",2177.62,0,1013.1,4574.15,249.4,0,735.99,0
"4175","S01010680",2751.19,512.21,0,4195.71,0,0,3112.04,0
"4176","S01010681",0,0,0,5588.82,0,0,208.72,0
"4177","S01010682",28858.89,9747.65,18.62,11570.96,28199.05,0,74674.37,0
"4178","S01010683",35418.11,238.8,473.53,13667.1,32217.19,0,26903.43,0
"4179","S01010684",19037.35,10042.37,218.05,4165,45861.01,0,54677.49,0
"4180","S01010685",3061.01,11798.1,2961.94,9640.73,29799.03,0,19389.35,0
"4181","S01010686",33845.8,28376.58,2476.38,4899.98,4890.75,0,51399.27,0
"4182","S01010687",5411.37,15634.68,119.91,10846.52,5168.18,0,23644.95,37.87
"4183","S01010688",46205.86,0,159.68,15390.91,90228.9,0,60579.94,0
"4184","S01010689",41291.77,0,623.04,11358.39,13596.56,0,66500.94,0
"4185","S01010690",397.52,0,0,4283.44,609.68,0,268.59,40.52
"4186","S01010691",77083.92,0,337.62,2987.68,28476.79,0,89214.12,0
"4187","S01010692",2256.37,0,0,3194.59,769.83,0,3317.62,107.47
"4188","S01010693",20350.51,0,680.02,13440.34,69895.64,0,45430.04,0
"4189","S01010694",6810.11,0,685.06,3420.27,15245.78,0,28836.77,0
"4190","S01010695",10045.77,0,1596.73,10877.62,13347.06,0,27651.77,0
"4191","S01010696",1352.83,0,43.64,5902.4,0,0,2368.53,142.97
"4192","S01010697",16649.37,0,1160.37,5603.4,25400.07,0,70191.19,0
"4193","S01010698",103994.01,0,332.47,5545.06,32606.03,0,259163.22,0
"4194","S01010699",2573.77,15343.05,4987.23,4211.67,35297,0,155107.04,0
"4195","S01010700",3950.6,1371.15,728.69,3425.66,20977.89,0,73082.74,0
"4196","S01010701",0,1210.65,0,3077.01,879.14,0,1968.17,0
"4197","S01010702",7105.49,5507.43,375.46,2184.83,38727.49,0,56941.57,57.12
"4198","S01010703",9688.11,3037.02,3282.22,5320.14,20066.65,0,28266.15,0
"4199","S01010704",834.17,0,0,2204.43,927.04,0,191.26,387.32
"4200","S01010705",1503.34,0,74.25,4332.37,1791.53,0,926.37,0.03
"4201","S01010706",1944.51,346.24,114.14,4192.58,209.78,0,372.71,0
"4202","S01010707",13742.26,5870.44,546.24,9199.43,12012.16,0,30749.71,89.39
"4203","S01010708",948.74,0,0,2518.2,0,0,678.56,0
"4204","S01010709",803.21,0,84.86,3364.45,226.2,0,428.92,113.68
"4205","S01010710",0,0,0,2836.13,0,0,0,289.86
"4206","S01010711",792.82,980.95,0,3391.87,0,0,1006.75,0.81
"4207","S01010712",1496.17,0,0,4281.73,1053.08,0,725.83,0
"4208","S01010713",109.97,0,128.09,1881.44,603.26,0,256.91,0
"4209","S01010714",913.13,0,224.6,2631.34,857.75,0,71.5,23.52
"4210","S01010715",559.05,0,0,1505.07,293.54,0,231.65,150.39
"4211","S01010716",801.75,0,313.68,3924.89,799.39,0,2219.99,67.24
"4212","S01010717",558.45,0,44.78,2132.18,278.92,0,381.22,0
"4213","S01010718",181.19,0,0,4905.13,1258.94,0,782.67,36.97
"4214","S01010719",881.67,0,0,2282.17,912.95,0,323.17,52.19
"4215","S01010720",292.91,0,0,4356.92,4796.63,0,696.01,59.78
"4216","S01010721",998.67,0,0,2957.88,1063.75,0,374.85,90.52
"4217","S01010722",1123.69,0,0,3919.18,1375.32,0,116.31,103.16
"4218","S01010723",10282.42,3043.34,2546.26,5262.34,29584.36,0,46646.82,0
"4219","S01010724",5059.48,2541.49,2583.24,4282.58,27693.6,0,20614.69,0
"4220","S01010725",8315.41,2696.61,4473.3,16465.93,27918.08,0,24352.69,0
"4221","S01010726",878.56,0,0,5561.51,3298.98,0,642,106.61
"4222","S01010727",2981.19,2814.85,343.64,3901.73,15365.66,0,31304.3,0
"4223","S01010728",3016.38,7361.05,220.34,3221.39,4148.45,0,3689.29,0
"4224","S01010729",12278.7,4171.42,752.28,4795.07,16322.2,0,15457.49,0
"4225","S01010730",0,22240.64,292.05,6759.36,23784.01,0,37978.99,70.75
"4226","S01010731",7885.03,5618.18,0,4021.14,15653.68,0,7614.33,0
"4227","S01010732",0,0,0,3150.22,754.89,0,43.11,98.14
"4228","S01010733",0,466.4,0,1504.46,90.93,0,40.86,108.72
"4229","S01010734",1788.02,4579.86,179.96,5207.59,3809.64,0,5148.48,0
"4230","S01010735",0,0,0,1804.31,162.51,0,60.08,26.39
"4231","S01010736",0,0,0,2810.82,1406.63,0,268.21,0
"4232","S01010737",1550.2,2129.13,57.34,5562.42,981.95,0,4794.88,182.29
"4233","S01010738",0,0,0,1766.73,962.2,0,114.13,31.04
"4234","S01010739",0,376.58,0,3326.78,532.27,0,538.83,0
"4235","S01010740",0,0,0,1322.22,0,0,0,0
"4236","S01010741",4622.02,2564.63,0,5994.47,8284.02,0,9684.8,0
"4237","S01010742",0,0,0,2804.13,1508.96,0,414.45,214
"4238","S01010743",0,0,0,1388.61,69.21,0,0,0
"4239","S01010744",0,2189.3,0,5979.06,2672.43,0,7879.36,1204.71
"4240","S01010745",0,1924.54,0,3274.7,1098.08,0,1105.98,115.19
"4241","S01010746",2663.31,17373.85,5960.82,4370.69,28377.66,0,40190.8,0
"4242","S01010747",2868.09,1183.98,0,3077.37,8725.7,0,11797.06,0
"4243","S01010748",0,3009.59,1384.52,2933.68,7495.67,0,6942.11,91.97
"4244","S01010749",3876.21,1461.37,266.97,4597.22,27668.92,0,25017.53,0
"4245","S01010750",0,7885.64,3944.71,1665.69,10328.95,0,12855.69,0
"4246","S01010751",0,369.26,0,2603.93,1347.11,0,257.89,0
"4247","S01010752",81.51,756.1,0,2519.58,165.62,0,141.55,69.45
"4248","S01010753",547.01,0,929.72,4173.53,8389.52,0,13659.23,8.53
"4249","S01010754",0,95.7,0,1465.3,2357.48,0,283.39,332.22
"4250","S01010755",0,427.28,0,1981.77,1168.37,0,219.12,101.02
"4251","S01010756",0,494.09,66.53,4317.99,2318.28,0,1801.81,0
